polarity,subjectivity
0,0.06666666667
0,0
0,0
0,0
0,0
0,0
0.3090909091,0.709469697
0,0
-0.1,0.725
0,0
0,0
-0.1,0.725
0,0
0,0
-0.1666666667,0.4333333333
0,0
0,0
0.2765151515,0.5189393939
0,0
0,0.1
-1,1
0.5833333333,0.7666666667
0,0
-0.1028571429,0.6271428571
0,0
0,0.5
0.0625,0.35
0.5,0.7444444444
0.13,0.42
0,0
0.5,0.5
0,0
-0.1666666667,0.4333333333
0,0
0,0.75
0,0
0,0.1
0.55,0.7
0.625,0.5
0,0
0.1,0.4
0,0
0,0.06666666667
0,0
0.05,0.345
0,0
-0.2291666667,0.6
0,0.06666666667
0.5,0.7444444444
0,0
0,0.1
0.78125,0.5
0.5,0.5
0,0
-0.25,0.25
0,0
0,0
0,0
-1,1
1,1
0,0
0.2076923077,0.3466880342
0,0.6
0,0
0.2666666667,0.5416666667
0,0
0,0
0.1791666667,0.4166666667
0.5,0.5
-0.1,0.725
0.03125,0.5
-0.3125,0.6875
-0.4,0.55
0.03125,0.5
0.3,0.55
-0.4069010417,0.55
0.2866666667,0.4366666667
0.06666666667,0.3
0,0
0.03333333333,0.6333333333
0,0.5
0.45,0.7
0,1
0,0
0.1017857143,0.6451719577
-0.4,0.5625
-0.1,0.725
-0.6,0.9
-0.45,0.55
0,0
-0.1,0.725
0,0.6
0.4,0.35
0,0
0,0
0,0
0,0
-0.025,0.325
-0.1666666667,0.4333333333
0,0
0.25,0.25
0,0
0.1363636364,0.5
0.3125,0.3333333333
-0.1,0.725
0.06666666667,0.3
0,0
-0.6,0.9
0.5,0.5
-0.45,0.55
0,0
-0.2380952381,0.7785714286
-0.08333333333,0.2666666667
0.2,0.2
0.2,0.5
0,0
0,0
0,0
-0.06666666667,0.1666666667
-0.3571428571,0.7678571429
0,0
0,0
0,0
-0.15,0.575
0,0
-0.0375,0.6625
0,0
0,0
-0.1,0.725
0,0
0.238764881,0.6938095238
-0.1666666667,0.4333333333
-0.025,0.325
-0.1666666667,0.4333333333
0,0.6
0.8,0.4
-0.45,0.55
-1,1
-0.025,0.325
0.2765151515,0.5189393939
0,0
0.5,0.7444444444
0.3348214286,0.4345238095
-0.25,0.25
-0.1666666667,0.4333333333
0,0
0.280952381,0.4380952381
0,0
0,0.6
0.5,0.7444444444
0.5,0.5
-0.1666666667,0.4333333333
0.2765151515,0.5189393939
0,0
0,0
0,0
1,1
0.1503968254,0.4287698413
0,0
0.5,0.5
0,0.3888888889
-0.05,0.4
-0.025,0.325
-0.125,0.375
0.06666666667,0.3
0,0
-0.1,0.725
0.4,0.8
-0.1666666667,0.4333333333
0.2,0.55
0,0.125
0,0
0.4,0.35
-0.2666666667,0.4
-0.025,0.325
-0.5,1
0.03125,0.5
0,0
0,0.2625
-0.25,1
-0.45,0.55
0,0
-0.7142857143,0.8571428571
0,0
0,0
0,0
0,0
0,0
-0.45,0.55
0,0
0.2765151515,0.5189393939
0.25,0.2666666667
0.0375,0.3375
-0.1666666667,0.4333333333
0.1838888889,0.4527777778
0,0
0,0
0,0.3888888889
-1,1
0,0
0,0
0.5,0.5
0.06666666667,0.3
0.1666666667,0.6666666667
0,0
0,0
0,0.06666666667
0,0
0,0
0,0
0,0
0.75,1
0.5,0.5
0.25,0.3125
0,0.6
-0.05234375,0.35
0.4,0.35
0.08333333333,0.3333333333
0.075,0.125
0,0
0.1722222222,0.6444444444
0,0
0,0
-0.4551757813,0.4
0,0
0.375,0.375
0.25,0.35
0.2772727273,0.41
-0.45,0.55
0.2765151515,0.5189393939
0,0
0.5,0.7444444444
-0.15,0.375
0,0
0.15,0.3833333333
-0.09333333333,0.3666666667
-0.2,0.75
0,0
-0.08333333333,0.2666666667
0,0
0,0
-0.003571428571,0.3857142857
0,0
0.2666666667,0.5416666667
0,0
0,0
0.2,0.2
0.25,0.4444444444
0.05,0.35
-0.5,0.6666666667
0.175,0.425
0,0
0,0
0.225,0.65
0.375,1
0,0
0,0.06666666667
0,0
-0.1666666667,0.4333333333
0,0
0.4,0.5
0.5,0.5
-0.02083333333,0.4
0.4319444444,0.6291666667
0,0
0.03125,0.5
-0.2166666667,0.7833333333
-0.02083333333,0.2916666667
0.175,0.65
-0.5125,0.6875
0,0
-0.025,0.225
-0.2380952381,0.7785714286
0,0.3888888889
0,0
-0.45,0.55
0.1229166667,0.4375
0,0
0,0
0,0
0,1
0,1
0,0
0,0.5
0,0
0.6,0.9
0,0
0,0
-0.025,0.225
0.5,0.5
0,0
1,1
-0.1,0.725
0.6666666667,0.7666666667
0.2142857143,0.6096560847
0,0
-0.125,1
0,0.3625
-0.1666666667,0.4333333333
0,0.3571428571
0,0.05
0.2333333333,0.7
0.4333333333,0.8333333333
-0.1666666667,0.4333333333
-0.5,0.75
0,0
-0.1666666667,0.5
0.5,0.7444444444
0,0.3888888889
-0.03882575758,0.3854166667
0,1
0.2857142857,0.5357142857
0.06666666667,0.675
0.1666666667,0.6666666667
0,0
0,0.3888888889
0.5,0.5
0.06666666667,0.3
0,0.3888888889
0.3666666667,0.662962963
-0.1666666667,0.4333333333
0,0.4
0.125,0.5
-0.04375,0.7
0.425,0.6666666667
-0.025,0.225
-0.1666666667,0.4333333333
0,0
0.5,0.7444444444
0,0
0,0.3571428571
-0.1666666667,0.4333333333
0.4,0.35
0.5,0.5
-0.45,0.55
0,0.06666666667
-0.625,1
-0.15,0.375
0.2,0.3283333333
0,0.3888888889
0,0
0.125,0.1666666667
0,0
0,0
0,0
0,0.3888888889
1,1
0.5,0.5
0,0.06666666667
-0.1666666667,0.4333333333
-1,1
0,0.3888888889
0.5,0.625
-0.0375,0.2035714286
0,0
0,0.3888888889
0,0
-0.3,0.3
0,0
1,1
0,0
0,0
0.03333333333,0.6333333333
-0.28,0.53
0,0
0,0.6
0,0
0,0.1
0.15,0.2388888889
0,0
0,0.3888888889
-0.1944444444,0.4666666667
0,0
0,0.6
-0.1666666667,0.4333333333
0,0
-0.125,0.8
0.46,0.71
-0.25,0.25
0,0.6
0,0
0.06666666667,0.3
-0.53828125,0.3104166667
0,0
0.06666666667,0.3
-0.25,0.2
0.5,0.7444444444
0,0
0.75,0.9
-0.1,0.725
0,0.05
-0.5,0.75
0,0
0.4,0.35
-0.1666666667,0.5
-0.08888888889,0.2222222222
0,0
0.1,0.7333333333
0,0
0,0.6
0.06666666667,0.3
0.05,0.35
0.125,0.3
0,0.1
0.03125,0.5
0,0
0,0
0,0
0.20625,0.775
0,0
0.2,0.2
0.7,0.9
0,0
0.08333333333,0.7555555556
0.4,0.35
0,0
0.2765151515,0.5189393939
0.5,0.5
0,0
0,0
0,0
0,0
0.455,0.845
0,0
0.5,0.5
0.1666666667,0.5222222222
0,0.3571428571
-0.1666666667,0.4333333333
0,0.0625
0.06666666667,0.3
-0.15,0.3975
-0.1666666667,0.4333333333
0,0.2208333333
0,0
0,0.06666666667
0.03095238095,0.3226190476
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0,0.3571428571
0,0
0,0.6
0.5,0.5
0,0
-0.1333333333,0.4
0.5,0.5
0.6,1
0.1363636364,0.4545454545
0,0
0.15,0.2
0.2765151515,0.5189393939
0.06666666667,0.3
0.2,0.1
0.1363636364,0.4545454545
0.5,0.5
0.5,0.7444444444
-0.1666666667,0.4333333333
0,0
-0.1875,0.5
0.06666666667,0.3
0,0.1
0.375,0.375
0.2666666667,0.5416666667
-0.04285714286,0.4771428571
0.1,0.3833333333
0.6,1
0,0
0.2142857143,0.4285714286
0.3333333333,0.505
0,0.1
-0.2380952381,0.7785714286
0.06666666667,0.3
0.05,0.75
0,0.3571428571
0.06666666667,0.55
0,0
0,0.06666666667
0,0.1975
0,0
-0.1666666667,0.4333333333
-0.1909090909,0.375
0.1363636364,0.4545454545
0.06666666667,0.3
0.4428571429,0.7678571429
-0.3125,0.6875
0.1,0.7
0,0
0.5,0.5
0,0.1
0,0
0,0
0,0
0.03125,0.25
0,0
0.25,0.25
0,0
-0.5,0.55
-0.1666666667,0.4333333333
0.2765151515,0.5189393939
0,1
0,0
0,0.05
0.4,0.35
-0.1666666667,0.4333333333
0.2,0.54
0,0
0,0
0,0.4666666667
0.2,0.3
0,0
0.4380952381,0.6666666667
0.3333333333,0.5
0,0
0.5,0.5
0.5,0.7444444444
0.1,0.45
-0.1666666667,0.4333333333
0.06666666667,0.3
0,0
0.85,1
0,0.6
-0.5,0.5
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0,0
0.03125,0.5
0,0.06666666667
-0.3166666667,0.3
-0.4,0.6
0,0
0,0
-0.1666666667,0.4333333333
0.4,0.6333333333
0.06666666667,0.3
-0.1666666667,0.4333333333
-0.1,0.725
0,0.3571428571
0,0
-0.26,0.6366666667
-0.8,0.9
0.06666666667,0.3
0,0
0.1666666667,0.2333333333
0,0
-0.05,0.5
-0.1666666667,0.4333333333
0,0
-0.45,0.55625
0,0.3571428571
-0.1666666667,0.4333333333
-0.1,0.725
-0.25,0.25
0,0.06666666667
-0.1,0.725
0,0
0,0
0.06666666667,0.3
0,0
-0.1666666667,0.4333333333
0.03013468013,0.5314814815
0,0
0.5,0.5
0,0
0,0
0.06666666667,0.3
0.4166666667,0.5
-1.39E-17,0.40625
0.4,0.35
0.05,0.7666666667
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0,0
0.08333333333,0.5416666667
0,0
0.5,0.5
0,0.06666666667
0.2765151515,0.5189393939
-0.6,0.9
0,0
-0.1,0.725
0,0.06666666667
-0.1,0.4
0,1
0,0.6
0,0
0.06666666667,0.3
0.13828125,0.63125
0,0
-0.1666666667,0.4333333333
0.09375,0.4
-0.5,0.8666666667
0,0
-0.125,0.425
0,0
-0.6,0.7
-0.1666666667,0.4333333333
0.4,0.35
0,0
0,0.06666666667
-0.2833333333,0.3833333333
0.03333333333,0.6333333333
0,0.6
0,0
0.4,0.35
-0.1666666667,0.4444444444
0,0
0,0
0,0
0,0
0,0
0,0
0.3,0.8
0,0.1083333333
0.25,0.35
0,0
0.2765151515,0.5189393939
-0.1666666667,0.4333333333
0.2765151515,0.5189393939
0,0
-0.45,0.55
0,0
0.4464285714,0.5357142857
0,0.1
0.4,0.35
-0.025,0.225
0.65,0.75
0.5,0.7444444444
0,0
0,0.1
0.5,0.5
0,0
-0.15,0.75
0,0.6
-0.325,0.425
0,0
0.2765151515,0.5189393939
0,0
0,0
0,0
0,0
0.075,0.30625
0,0
-0.1666666667,0.4333333333
0,0
-0.1666666667,0.4333333333
0,0
0.13828125,0.63125
0,0
0.1166666667,0.25
0,0
0.29,0.76
0.25,0.35
0.3333333333,0.6666666667
0,0
-0.04444444444,0.5555555556
0,0.2
0.2142857143,0.5
-0.1666666667,0.4333333333
0.06666666667,0.3
0.04035714286,0.3717857143
0.4464285714,0.5357142857
-0.5,0.9
0.03333333333,0.1277777778
0,0
0.4,0.35
0.2807692308,0.5673076923
-0.45,0.55
0.85,1
0.125,0.45
0,0
0.03333333333,0.1277777778
0,0
0,0
-1,1
-0.1666666667,0.4333333333
-0.2033333333,0.26
0,0
0,0.1354166667
0.06666666667,0.3
0,0
-0.2,0
0,0
-0.1666666667,0.4333333333
0.1428571429,0.2678571429
0,0
0.1071428571,0.3333333333
-0.15,0.7
0,0.5
0.5,0.7444444444
0.2765151515,0.5189393939
0.7916666667,0.8666666667
0,0
0.06666666667,0.3
0,0
0,0
-0.125,0.125
-0.390625,0.6875
-0.45,0.55
0.3166666667,0.7333333333
-0.1428571429,0.5714285714
0.2952380952,0.3785714286
0.01111111111,0.08888888889
0,0.06666666667
-0.025,0.225
-0.25,0.25
-0.125,0.375
-0.1666666667,0.4333333333
1,1
-0.5,1
0.8,0.7
0,0
-0.1,0.5833333333
0,0
0.06666666667,0.1666666667
0,0
0,0
0,0
0,0.3
-0.7,0.2
0.175,0.275
-0.1,0.725
0.5,0.5
0,0
0,0
-0.025,0.225
0,0.1
0.03125,0.5
0.225,0.575
-0.025,0.225
0.25,0.35
-0.2,0.725
-0.1666666667,0.4333333333
-0.1916666667,0.2729166667
0,0
-0.1666666667,0.5
0,0
0,0
0,0
0,0
-0.315,0.615
0.5,0.7444444444
0,0
0.06666666667,0.3
0.65,1
0.5,0.7444444444
-0.15,0.575
0.1166666667,0.4333333333
0,0
0,0
0.06666666667,0.3
0.3928571429,0.5178571429
-0.15625,0.34375
0,0
0,0
0,0
0,0.75
0,0
0,0.6
0.5,0.7444444444
0,0
0,0
0,0
0,1
-0.025,0.225
0,0
-0.1666666667,0.4333333333
0.06666666667,0.3
0,0
0,0
-0.1666666667,0.4333333333
0,0
0,0
0,0
0.06818181818,0.45
-0.05,0.05
-0.1,0.725
-0.1666666667,0.4333333333
0.15,0.3
0,0.1
0,0.06666666667
0,0
0,0.3571428571
0,0
0,0
0,0
0,0.1
0,0
0,0.05
0.03125,0.5
-0.3125,0.6875
0.2765151515,0.5189393939
0,0
0.2,0.2
0,0.1
-0.1666666667,0.4333333333
-0.45,0.55
0,0.6
0,0
0.35,0.55
0,0
0,0
0.3571428571,0.5357142857
-0.2083333333,0.5
0.03333333333,0.6333333333
0,0
-0.1666666667,0.4333333333
0,0
-0.1666666667,0.4333333333
0.65,0.2
-0.2428571429,0.5107142857
0,0
0,0
-0.1,0.725
-0.1666666667,0.4
0.1755050505,0.597979798
0.5,0.7444444444
0,0
-0.45,0.55
0,0
0,0
0,0
-0.1666666667,0.4333333333
0.09,0.47
-0.008333333333,0.1333333333
0,0
0,0
-0.25,0.25
-0.1,0.4
0,0
0.06666666667,0.3
0.20625,0.65
0,0.5
-0.2777777778,0.6222222222
0.0625,0.3607142857
0.03125,0.05
0,0
0,0
0,0
0,0
0,0
0,0.1
-0.1666666667,0.4333333333
-0.15625,0.3770833333
-0.1666666667,0.4333333333
-0.3,0.55
0.06666666667,0.3
-0.025,0.225
0.3,0.4
0,0
0.25,0.35
0,0
-0.1666666667,0.4333333333
-0.08333333333,0.5833333333
0.04074074074,0.5518518519
0,0
0,0
0,0
0.3,0.5666666667
0,0
0,0
0.1333333333,0.4333333333
0,0
0,0
0,0
0.06666666667,0.3
0,0
0,0
0,0
0.2666666667,0.5416666667
-0.1,0.4
-0.45,0.55
0.3333333333,0.4541666667
0.375,0.625
0.1,0.78
0,0
0.7,0.6
-0.2,0.3
-0.1,0.725
0,0
0,0.06666666667
0,0
0.19,0.53
0,0
0,0
0,0
0,0
0,0
0,0.06666666667
-0.275,0.55
0.6,1
0,0.6
0,1
-1,1
0,0
0,0
0,0
-0.5,1
0,0
0.1777777778,0.3777777778
0.5,0.7444444444
0,0.5555555556
0,0
-1,1
0.5,0.5
0,0
0,0
0.025,0.425
0,0
1,1
-0.125,0.125
-0.3333333333,0.6666666667
-0.45,0.55
0,0
0.03125,0.5
0.375,0.625
0.15,0.3166666667
0.03125,0.5
-0.1,0.07083333333
0,0
0.35,0.55
1,0.3
0.85,1
-0.0625,0.2375
0,0
0,0
0.25,0.25
-0.1,0.1
-0.1666666667,0.4333333333
0,0
0,0
-1,1
-0.0900462963,0.3601851852
0.25,0.35
-0.7142857143,0.8571428571
0.8,0.7
0,0
0,0
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
-0.25,0.25
-0.4,0.45
-0.08611111111,0.3555555556
0.5,1
-0.25,0.25
0,0
0.2,0.4
-0.1666666667,0.4333333333
-0.025,0.225
0,0.2208333333
0,0
0.46875,0.75
-0.1666666667,0.4333333333
0,0
0,0
0.2,0.2
0.2,1
0,0
-0.48828125,0.6875
0,0
-0.1,0.725
-0.25,0.625
0.25,0.35
-0.45,0.55
0.25,0.25
0.325,0.4
-0.35,0.8333333333
0,0
0,0
0,0.06666666667
0,0
0,0.06666666667
0,0
0,0
0.07714285714,0.3071428571
0.08333333333,0.7555555556
0,0
-0.1666666667,0.4333333333
-0.45,0.55
0,0
0,0
0,0
0,0
-0.1555555556,0.2888888889
-0.25,0.25
-0.025,0.45
-0.15,0.8944444444
-0.03125,0.3020833333
-0.03181818182,0.4772727273
0,0.06666666667
0,0
0,0
0,0
0,0.06666666667
0,0.06666666667
0,0
0,0
0,0
0,0
-0.1666666667,0.4333333333
0,0
0,0.05
0,0
0,0
0.185,0.54
0,0
0,0
-0.1958333333,0.3166666667
-1,1
1,0.3
0,1
0,0.3571428571
0,0
0,0
0.4,0.9
0.1722222222,0.3638888889
0.5,0.5
-1,1
1,1
-0.4,1
-0.1,0.725
0,0
0,0
0,0
0,0.06666666667
0,0.3
0,0
0,0
0.06818181818,0.7272727273
-0.1666666667,0.4333333333
0,0
-0.1666666667,0.1666666667
0,0
0,0.3571428571
0.1333333333,0.2222222222
-0.1666666667,0.4333333333
0,0
0,0
0,0.375
0,0
0,0.1354166667
0,0
0,0
0.35,0.35
0,0
0.1,0.15
0,0
0.04545454545,0.3515151515
0.5,0.7444444444
0.5,0.9
-0.1,0.725
-1,1
-0.1178571429,0.4785714286
0,0
0,0
0,0
-0.25,0.6
0,0
0.3287878788,0.7015151515
0.06666666667,0.3
-0.4,0.7
1,1
-0.125,0.125
0.15,0.05
1,0.3
0,0
0,0
1,1
0.06666666667,0.3
0,0
-0.1666666667,0.4333333333
0,0
0.06666666667,0.3
0,0
0,0
0.04,0.28
0.2745535714,0.5339285714
0.07232142857,0.54375
0,0.6
0.05,0.35
0,0.6
0,0
-0.1666666667,0.4333333333
0,0
0.5,0.5
0,0
0,0
0,0
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0,0
-0.1666666667,0.4333333333
0.3,0.7611111111
-0.15,0.575
-0.1666666667,0.4333333333
0.175,0.335
-0.25,0.25
-0.1604166667,0.5395833333
0,0.06666666667
0,0
0.06666666667,0.3
0,0.2
-0.1666666667,0.4333333333
0,0
0,0.6
-0.1666666667,0.4333333333
0,0
0,0
0,0.6
0,0
-0.25,0.25
-0.1666666667,0.4333333333
0.175,0.4833333333
0.7,0.6
0,0.05
-0.25,0.1
0,0
0.3,0.1
0,0
-0.025,0.68
0.475,0.575
0,0.06666666667
-0.06333333333,0.2
-0.0744047619,0.5839285714
-0.6,0.925
-0.6,0.9
0.3,0
0,0
-0.1666666667,0.4333333333
0.15,0.65
0,0
0.1625,0.55
-0.1666666667,0.4333333333
-0.025,0.225
-0.5,0.5
-0.2333333333,0.15
-0.3,0.55
0.06666666667,0.3
0,0
0,0.05
0,0
0,0
0,0.06666666667
0.05,0.35
0.35,0.7
-0.3333333333,0.6666666667
0,0
0,0
-1,1
-0.3,0.5
-0.6,0.9
0.1785714286,0.623015873
0.2,0.4
0.24,0.64
-1,1
0,0
-0.025,0.225
0.3375,0.6375
0,0.6
0,0.5
0,0
0.5,0.762962963
0,0
0.06666666667,0.3
0.05,0.4625
-0.2,0.625
0,0.06666666667
0.3061111111,0.5972222222
0,0
0,0
0,0
0.06666666667,0.3
0,0
0,0
0,0
0,0
0.25,0.3
0.25,0.35
-0.1666666667,0.4333333333
-0.125,0.375
0,0.3571428571
0,0.25
0.4,0.7
0,0
0,0
0,0
-0.07142857143,0.2571428571
0,0.06666666667
-0.5,1
-0.1666666667,0.4333333333
-0.1333333333,0.4
-0.2,0.5
0,0.06666666667
0,0
0.15,0.3277777778
0,0
0,0.05
0,0.1333333333
-0.25,0.2333333333
-0.15,0.3975
-0.45,0.55
0,0
-0.2833333333,0.4777777778
0.1,0.3416666667
0,0.6
0.8,0.75
0,0.6
0,0.0625
-0.025,0.225
0,0
0,0
-0.5,1
0,0
0,0.3625
0.03333333333,0.1694444444
0,0
0.2,0.55
0.26,0.62
-0.1666666667,0.4333333333
0,0
0.35,0.65
-1,1
0,0.06666666667
-0.008333333333,0.4916666667
1,1
-0.1666666667,0.4333333333
0.1363636364,0.4545454545
0,0.6
0,0
0,0
0,0.06666666667
-0.1,0.725
-0.45,0.55
0,0
0,0.1
-0.1666666667,0.4333333333
0.5416666667,0.7333333333
0,0
0,0
0,0
0,0.6
-0.1666666667,0.4333333333
-0.45,0.55
0,0
0,0
0,0
-0.45,0.55
0,0
0,0.05
-0.1666666667,0.4333333333
0,0
0,0
0.1666666667,0.4
0.06666666667,0.3
0.25,0.25
0.06666666667,0.3
0,0
-1,1
-0.125,0.375
0,0
0.3333333333,0.8296296296
0,0
0,0
0.05,0.35
0.15,0.1333333333
-0.025,0.225
0.03125,0.5
-0.1666666667,0.4333333333
-0.40625,0.75
-0.5,1
0.125,1
-0.025,0.225
0.265625,0.45
0.5,0.8888888889
0,0.375
-0.1666666667,0.4333333333
0,0
0,0.06666666667
0.16875,0.41875
-0.125,0.375
0,0
-0.1666666667,0.4333333333
0,0
0,0
-0.025,0.225
-0.1,0.725
1,1
-0.5,1
0,1
0,0
0.2,0.8
-0.1666666667,0.4333333333
0.1057142857,0.4628571429
-0.1666666667,0.4333333333
0,0
0.25,0.3333333333
0,0
0,0.125
0,0
-0.025,0.225
0.275,0.475
0,0.6
-0.6,0.9
0,0.3571428571
0,0.06666666667
0.08,0.71
0.1928571429,0.7678571429
0,0
0,0
0.1843434343,0.6111111111
0,0
0,0
-0.2253787879,0.6666666667
-0.5,0.5
0,0.05
-0.09,0.4833333333
0,0.3571428571
0,0.05
0,0
0.2,0.2
0,0
-0.1666666667,0.4333333333
0,0
0,0.06666666667
0.6,1
-0.2797619048,0.5535714286
0.4166666667,0.6944444444
0.35,0.65
0.2,0.2
-0.1666666667,0.4333333333
0.2107142857,0.5785714286
0.6,0.95
0,0.05
0.375,0.775
-0.3,0.4
0,1
0,0
0,1
0,0
0.2291666667,0.4208333333
0,0
0,1
0.4,0.4666666667
0,0
-0.025,0.225
0,0
0,0.06666666667
0.5,0.5
-0.025,0.225
-1,1
-0.1666666667,0.4333333333
0,0
-0.1666666667,0.4333333333
-0.025,0.225
0.2380952381,0.4724867725
0,0
0.2,0.3
0,0.05
-0.7,0.85
0.06666666667,0.3
-1,1
0.4,0.4
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0.19,0.515
0,0.05
0,0.06666666667
0.5,0.5
0.06666666667,0.3
0,0.06666666667
0.1027777778,0.5361111111
-0.2142857143,0.3571428571
-0.52,0.91
0.2,0.2
-0.1666666667,0.4333333333
0,0.6
-0.375,1
-0.025,0.225
0,0.05
0,0.05
0.2,0.3
-0.1666666667,0.4333333333
0.03125,0.5
0,0.06666666667
-0.125,0.125
0,1
0.3,0.45
0.008333333333,0.1097222222
0.1166666667,0.4444444444
0,0
-0.1666666667,0.4333333333
0,0
-0.45,0.55
0,0
0,0
0,0
0,0
-0.25,1
0,0.06666666667
0,0.2
0,0.06666666667
-0.15,0.95
-0.1666666667,0.4333333333
0.4285714286,0.6415343915
0,0
-0.1666666667,0.4333333333
1,1
-0.1166666667,0.4833333333
0,0
0,0
0.3333333333,0.6
0,0
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0.1333333333,0.3888888889
-0.15625,0.3770833333
0,0
0.25,0.25
0.06666666667,0.3
0,0
0,0
0.2513888889,0.4902777778
-0.1666666667,0.4333333333
-0.1,0.725
0.2,0.2
0,1
0,0
0,0
0.2130681818,0.4545454545
0.1363636364,0.4545454545
-0.25,0.2333333333
0,0
0.1333333333,0.3888888889
-0.02556818182,0.5
0,0
0,0.3571428571
0,0
0,0
-0.4,0.55
-0.025,0.225
0.05,0.5
0,0
0,0
0.8,0.75
-0.1,0.9
0,0.06666666667
-0.05,0.3416666667
0,0
0,0
0.3083333333,0.8
0,0
0,0
0,0
-0.125,0.125
0,0
0,0
-0.1666666667,0.4333333333
0,0
0,0
-0.45,0.55
0,0
-0.1666666667,0.4333333333
0,0
0,0
0.4,0.4
0,0
0.03333333333,0.06666666667
0,0
-0.06031746032,0.7007936508
0.5,0.5
0.06666666667,0.3
0,0
0,1
-0.1868055556,0.3076388889
0.03125,0.05
-0.0625,0.1875
0.075,0.25
0,0
0,0
-0.1,0.725
0.06666666667,0.3
-0.3,0.55
0,0
-0.025,0.225
-0.26,0.68
0,0.0625
-0.4833333333,0.5833333333
0.5,0.5
-1,0.9
0.4555555556,0.4444444444
-0.08333333333,0.35
-0.2333333333,0.6
0,0
-0.3,0.4
-0.025,0.225
0,0
0,0
-0.1,0.725
0,0
-1,1
0,0
-0.07857142857,0.5178571429
0.5,0.5
0,0
-0.1666666667,0.4333333333
0.03125,0.5
-0.1666666667,0.4333333333
0,0
0.1714285714,0.1714285714
0,0
0,0
-0.1,0.725
0.1363636364,0.4545454545
-0.1666666667,0.4333333333
-0.02375,0.45
0,0
0,0
0,0.1333333333
0,0
0.1,0.4875
0,0.35
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0.8,0.9
0,0
-0.1666666667,0.4333333333
0,0
0.2857142857,0.5357142857
-0.16,0.6
0.25,0.3
0,0
-0.675,0.95
0,0.1
0,0
-0.1666666667,0.4333333333
0,0
0.06666666667,0.3
-0.4,0.7
-0.09722222222,0.1444444444
0,0
0,0
-0.04,0.6577777778
0,0
-0.1666666667,0.4333333333
-0.5,0.6555555556
-0.5,0.9
0,0
-0.1666666667,0.4333333333
0,0
-0.45,0.55
-0.09,0.51
0,0
0,0
0,0.06666666667
0.06666666667,0.3
1,1
0,0.06666666667
0.1363636364,0.4545454545
-0.2,0.3625
0,0
0,0
0,0.06666666667
0.2375,0.625
0.06666666667,0.3
0,0
0.06666666667,0.3
0.4666666667,0.4583333333
0.1333333333,0.2416666667
0,0
0,0.6
0.1843434343,0.6111111111
-0.45,0.55
-0.45,0.55
0,0
-1,1
-0.025,0.45
0.06666666667,0.3
0,0
0,0
0.06666666667,0.3
0,0
0,0
0,0
-0.1666666667,0.4333333333
0.075,0.175
0,0
0.01785714286,0.6133333333
0.3666666667,0.6296296296
0.03125,0.5
-0.1666666667,0.4333333333
1,1
0,0.0625
-0.1,0.725
0.25,0.3796296296
0.1843434343,0.6111111111
0.2333333333,0.3523809524
0,0
0,0.0625
0,0.06666666667
-0.06666666667,0.375
0.3181818182,0.4772727273
0,0.06666666667
0.3333333333,0.3
0,0
0.1666666667,0.6666666667
0,0
-0.1666666667,0.4333333333
-0.45,0.55
1,1
0.8,0.2
0.07083333333,0.2791666667
0,0
0.1931818182,0.3522727273
-0.1376190476,0.5685714286
-0.1666666667,0.4333333333
0.5,0.5
0.7734375,0.825
0,0
0.2,0.3
0,0
-0.45,0.55
0,0
0,0
-0.1,0.725
0.02976190476,0.4922619048
-0.2,1
-0.2380952381,0.7785714286
-0.025,0.45
0,0
0,0
0,0
0.1,0.575
-0.1666666667,0.4333333333
0,0
-0.1,0.725
-0.2,0.425
0,0.06666666667
0,0
0.25,1
0,0
0,0.6
-0.1666666667,0.4333333333
-0.2,0.5666666667
0,0
0,0
-0.1666666667,0.4333333333
0,0
0,0
0.06666666667,0.3
0,0.06666666667
0,0
-0.15,0.575
0,0
0,0
0.05753968254,0.3061507937
0,0
-0.3125,0.6875
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0,0
-0.5,0.3
0,0
0,0
0,0.5
0,0.6
-0.025,0.225
-0.1666666667,0.4333333333
0,0
0,0
0.1666666667,0.2666666667
0,0
0.06666666667,0.3
-0.24375,0.6333333333
0.1666666667,0.2666666667
-0.1666666667,0.4333333333
0.7,0.6
-0.1666666667,0.4333333333
0,0
0,0.06666666667
-0.1666666667,0.4333333333
0,0.2
-0.05714285714,0.2285714286
0,0.06666666667
0.5,0.5
-0.1666666667,0.4333333333
0.3333333333,0.505
0.4333333333,0.7333333333
0,0
-1,1
0.1363636364,0.4545454545
0.07714285714,0.3071428571
0,0.6
0,0.1916666667
0,0
0.125,0.1375
0.2833333333,0.6166666667
0.2857142857,0.5357142857
0.03125,0.05
-0.4,0.55
0,0
0.1733333333,0.6266666667
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
-0.1666666667,0.4333333333
0.2,0.75
0.2,0.2666666667
0.06666666667,0.3
